sampleName,sampleClass,featureName,featureClass,mzCenter,rtCenter,integratedIntensity,startRT,endRT
MLMET0137,sample,DL_Isocitric_acid,met,191.02,804,17552,750.88,758.87
MLMET0139,sample,DL_Isocitric_acid,met,191.02,804,16363,750.54,758.53
MLMET0165,sample,DL_Isocitric_acid,met,191.02,804,48445,752.93,760.92
MLMET0095,sample,DL_Isocitric_acid,met,191.02,804,1194058,753.13,761.12
MLMET0075,sample,DL_Isocitric_acid,met,191.02,804,99863,751.43,759.42
MLMET0159,filter,DL_Isocitric_acid,met,191.02,804,20384,751.77,759.76
Blank-r001,blank,DL_Isocitric_acid,met,191.02,804,6976,752.81,760.8
MLMET0072,sample,DL_Isocitric_acid,met,191.02,804,465447,752.75,760.74
MLMET0067,filter,DL_Isocitric_acid,met,191.02,804,68950,751.71,759.7
MLMET0167,sample,DL_Isocitric_acid,met,191.02,804,26067,751.5,759.48
MLMET0116,filter,DL_Isocitric_acid,met,191.02,804,36780,752.21,760.2
MLMET0187,sample,DL_Isocitric_acid,met,191.02,804,25011,752.16,760.15
MLMET0162,sample,DL_Isocitric_acid,met,191.02,804,21559,751.31,759.3
MLMET0181,sample,DL_Isocitric_acid,met,191.02,804,20548,751.01,759
MLMET0138,sample,DL_Isocitric_acid,met,191.02,804,19930,752.29,760.28
MLMET0136,sample,DL_Isocitric_acid,met,191.02,804,29387,751.97,759.96
MLMET0074,sample,DL_Isocitric_acid,met,191.02,804,240940,751.38,759.37
MLMET0098,sample,DL_Isocitric_acid,met,191.02,804,87618,750.96,758.94
MLMET0144,filter,DL_Isocitric_acid,met,191.02,804,14696,751.56,759.55
MLMET0163,sample,DL_Isocitric_acid,met,191.02,804,38872,751.5,759.48
MLMET0071,sample,DL_Isocitric_acid,met,191.02,804,137839,750.94,758.92
RCY308_control-r002,control,DL_Isocitric_acid,met,191.02,804,38212,751.13,759.11
MLMET0096,sample,DL_Isocitric_acid,met,191.02,804,174967,752.1,760.08
MLMET0118,sample,DL_Isocitric_acid,met,191.02,804,122432,751.93,759.92
MLMET0186,sample,DL_Isocitric_acid,met,191.02,804,21347,750.41,758.4
Blank-r002,blank,DL_Isocitric_acid,met,191.02,804,7188,750.53,758.52
MLMET0117,filter,DL_Isocitric_acid,met,191.02,804,39396,752.17,760.15
MLMET0140,sample,DL_Isocitric_acid,met,191.02,804,20596,752.28,760.27
MLMET0180,sample,DL_Isocitric_acid,met,191.02,804,73679,751.02,759
MLMET0160,sample,DL_Isocitric_acid,met,191.02,804,73046,751.27,759.26
MLMET0143,sample,DL_Isocitric_acid,met,191.02,804,20389,752.09,760.08
MLMET0179,filter,DL_Isocitric_acid,met,191.02,804,19000,752.08,760.07
MLMET0178,filter,DL_Isocitric_acid,met,191.02,804,13497,750.59,758.58
MLMET0182,sample,DL_Isocitric_acid,met,191.02,804,21658,750.61,758.6
MLMET0142,sample,DL_Isocitric_acid,met,191.02,804,15521,752.4,760.38
MLMET0141,sample,DL_Isocitric_acid,met,191.02,804,24917,752.61,760.59
MLMET0185,sample,DL_Isocitric_acid,ref,197.04,804,56483,750.22,758.21
MLMET0089,filter,DL_Isocitric_acid,ref,197.04,804,75787,750.31,758.3
MLMET0120,sample,DL_Isocitric_acid,ref,197.04,804,152716,752.42,760.41
MLMET0121,sample,DL_Isocitric_acid,ref,197.04,804,115638,752.76,760.74
MLMET0183,sample,DL_Isocitric_acid,ref,197.04,804,78283,751.64,759.63
MLMET0180,sample,DL_Isocitric_acid,ref,197.04,804,69719,751.52,759.51
all_ss-r002,stds,DL_Isocitric_acid,ref,197.04,804,10889,752.2,760.19
MLMET0164,sample,DL_Isocitric_acid,ref,197.04,804,78276,752.26,760.25
MLMET0119,sample,DL_Isocitric_acid,ref,197.04,804,103764,750.81,758.79
MLMET0140,sample,DL_Isocitric_acid,ref,197.04,804,54557,750.78,758.77
MLMET0094,sample,DL_Isocitric_acid,ref,197.04,804,200468,752.7,760.69
MLMET0091,sample,DL_Isocitric_acid,ref,197.04,804,166643,752.87,760.86
MLMET0161,sample,DL_Isocitric_acid,ref,197.04,804,97857,750.49,758.48
MLMET0068,sample,DL_Isocitric_acid,ref,197.04,804,126610,750.88,758.87
MLMET0159,filter,DL_Isocitric_acid,ref,197.04,804,100534,752.27,760.26
MLMET0122,sample,DL_Isocitric_acid,ref,197.04,804,129499,751.97,759.96
all_ss-r001,stds,DL_Isocitric_acid,ref,197.04,804,12426,750.11,758.09
MLMET0137,sample,DL_Isocitric_acid,ref,197.04,804,66660,750.38,758.37
MLMET0187,sample,DL_Isocitric_acid,ref,197.04,804,81742,752.16,760.15
MLMET0165,sample,DL_Isocitric_acid,ref,197.04,804,99723,751.93,759.92
MLMET0098,sample,DL_Isocitric_acid,ref,197.04,804,145778,750.45,758.44
MLMET0162,sample,DL_Isocitric_acid,ref,197.04,804,59461,750.81,758.8
MLMET0125,filter,DL_Isocitric_acid,ref,197.04,804,40322,752.34,760.32
MLMET0124,sample,DL_Isocitric_acid,ref,197.04,804,101206,752.36,760.35
MLMET0090,filter,DL_Isocitric_acid,ref,197.04,804,143797,751.32,759.31
MLMET0184,sample,DL_Isocitric_acid,ref,197.04,804,90139,750.94,758.93
MLMET0072,sample,DL_Isocitric_acid,ref,197.04,804,241112,751.76,759.74
MLMET0144,filter,DL_Isocitric_acid,ref,197.04,804,29958,751.56,759.55
MLMET0093,sample,DL_Isocitric_acid,ref,197.04,804,158842,751.35,759.34
MLMET0070,sample,DL_Isocitric_acid,ref,197.04,804,212966,751.06,759.04
MLMET0096,sample,DL_Isocitric_acid,ref,197.04,804,244837,752.1,760.08
MLMET0071,sample,DL_Isocitric_acid,ref,197.04,804,280724,751.93,759.92
MLMET0139,sample,DL_Isocitric_acid,ref,197.04,804,73102,751.54,759.52
MLMET0067,filter,DL_Isocitric_acid,ref,197.04,804,192943,751.71,759.7
MLMET0069,sample,DL_Isocitric_acid,ref,197.04,804,198250,752.2,760.19
MLMET0066,filter,DL_Isocitric_acid,ref,197.04,804,107321,751.97,759.96
MLMET0186,sample,DL_Isocitric_acid,ref,197.04,804,66117,749.41,757.4
MLMET0135,filter,DL_Isocitric_acid,ref,197.04,804,117781,749.76,757.75
MLMET0092,sample,DL_Isocitric_acid,ref,197.04,804,166772,752.02,760
Blank-r001,blank,DL_Isocitric_acid,ref,197.04,804,10412,752.31,760.3
MLMET0160,sample,DL_Isocitric_acid,ref,197.04,804,80806,750.77,758.76
MLMET0143,sample,DL_Isocitric_acid,ref,197.04,804,60844,750.59,758.58
RCY308_control-r001,control,DL_Isocitric_acid,ref,197.04,804,12777,751.1,759.09
MLMET0178,filter,DL_Isocitric_acid,ref,197.04,804,45479,751.09,759.08
MLMET0117,filter,DL_Isocitric_acid,ref,197.04,804,147505,750.67,758.66
MLMET0097,sample,DL_Isocitric_acid,ref,197.04,804,211703,750.75,758.73
MLMET0181,sample,DL_Isocitric_acid,ref,197.04,804,65456,752.01,760
RCY308_control-r002,control,DL_Isocitric_acid,ref,197.04,804,11164,752.12,760.11
MLMET0095,sample,DL_Isocitric_acid,ref,197.04,804,225429,750.64,758.63
MLMET0123,sample,DL_Isocitric_acid,ref,197.04,804,85103,750.47,758.45
MLMET0167,sample,DL_Isocitric_acid,ref,197.04,804,83911,751.5,759.48
MLMET0138,sample,DL_Isocitric_acid,ref,197.04,804,64955,751.79,759.78
MLMET0163,sample,DL_Isocitric_acid,ref,197.04,804,88000,750.99,758.98
MLMET0182,sample,DL_Isocitric_acid,ref,197.04,804,80945,751.11,759.1
MLMET0166,sample,DL_Isocitric_acid,ref,197.04,804,62569,751.93,759.92
MLMET0141,sample,DL_Isocitric_acid,ref,197.04,804,82862,752.11,760.1
MLMET0073,sample,DL_Isocitric_acid,ref,197.04,804,166785,750.57,758.55
MLMET0075,sample,DL_Isocitric_acid,ref,197.04,804,204230,750.43,758.42
Blank-r002,blank,DL_Isocitric_acid,ref,197.04,804,13319,751.03,759.02
MLMET0142,sample,DL_Isocitric_acid,ref,197.04,804,55322,750.9,758.89
MLMET0074,sample,DL_Isocitric_acid,ref,197.04,804,209738,749.88,757.87
MLMET0136,sample,DL_Isocitric_acid,ref,197.04,804,61884,749.48,757.47
MLMET0118,sample,DL_Isocitric_acid,ref,197.04,804,240613,754.43,762.41
MLMET0168,sample,DL_Isocitric_acid,ref,197.04,804,80778,754.44,762.43
MLMET0179,filter,DL_Isocitric_acid,ref,197.04,804,25835,749.09,757.08
MLMET0116,filter,DL_Isocitric_acid,ref,197.04,804,83540,749.21,757.2
MLMET0117,filter,L_Tryptophan,met,203.083,399,18935,392.22,403.7
MLMET0073,sample,L_Tryptophan,met,203.083,399,1454347,392.11,403.6
MLMET0075,sample,L_Tryptophan,met,203.083,399,179960,390.48,401.96
all_ss-r002,stds,L_Tryptophan,met,203.083,399,2754,390.75,402.23
Blank-r002,blank,L_Tryptophan,met,203.083,399,4209,390.58,402.06
MLMET0095,sample,L_Tryptophan,met,203.083,399,3422083,390.69,402.17
MLMET0160,sample,L_Tryptophan,met,203.083,399,94074,391.32,402.8
MLMET0183,sample,L_Tryptophan,met,203.083,399,232092,391.2,402.68
Blank-r001,blank,L_Tryptophan,met,203.083,399,4474,390.36,401.85
MLMET0144,filter,L_Tryptophan,met,203.083,399,20747,390.61,402.1
MLMET0067,filter,L_Tryptophan,met,203.083,399,40366,395.25,406.74
MLMET0161,sample,L_Tryptophan,met,203.083,399,194706,395.04,406.52
MLMET0091,sample,L_Tryptophan,met,203.083,399,291075,398.42,409.9
MLMET0093,sample,L_Tryptophan,met,203.083,399,917240,398.39,409.88
MLMET0119,sample,L_Tryptophan,met,203.083,399,84886,395.85,407.33
MLMET0185,sample,L_Tryptophan,met,203.083,399,650380,396.26,407.74
MLMET0164,sample,L_Tryptophan,met,203.083,399,531470,400.3,411.78
MLMET0090,filter,L_Tryptophan,met,203.083,399,56559,399.86,411.34
MLMET0092,sample,L_Tryptophan,met,203.083,399,1184368,394.56,406.05
MLMET0121,sample,L_Tryptophan,met,203.083,399,754110,394.81,406.29
MLMET0124,sample,L_Tryptophan,met,203.083,399,248540,400.4,411.88
MLMET0180,sample,L_Tryptophan,met,203.083,399,269232,400.55,412.04
MLMET0089,filter,L_Tryptophan,met,203.083,399,67508,396.35,407.84
MLMET0182,sample,L_Tryptophan,met,203.083,399,229953,396.65,408.14
MLMET0123,sample,L_Tryptophan,met,203.083,399,718324,399,410.49
MLMET0068,sample,L_Tryptophan,met,203.083,399,291327,398.92,410.4
MLMET0066,filter,L_Tryptophan,met,203.083,399,50722,397.02,408.5
MLMET0118,sample,L_Tryptophan,met,203.083,399,208015,396.97,408.45
MLMET0184,sample,L_Tryptophan,met,203.083,399,159430,398.48,409.96
MLMET0069,sample,L_Tryptophan,met,203.083,399,877061,398.75,410.23
MLMET0122,sample,L_Tryptophan,met,203.083,399,783716,394.52,406
MLMET0162,sample,L_Tryptophan,met,203.083,399,180494,394.36,405.84
MLMET0135,filter,L_Tryptophan,met,203.083,399,10878,399.3,410.78
MLMET0094,sample,L_Tryptophan,met,203.083,399,738207,399.25,410.73
MLMET0159,filter,L_Tryptophan,met,203.083,399,12359,395.31,406.8
MLMET0120,sample,L_Tryptophan,met,203.083,399,476036,394.97,406.45
MLMET0125,filter,L_Tryptophan,met,203.083,399,68681,398.88,410.36
MLMET0074,sample,L_Tryptophan,met,203.083,399,709676,398.92,410.4
MLMET0165,sample,L_Tryptophan,met,203.083,399,645180,394.98,406.46
MLMET0138,sample,L_Tryptophan,met,203.083,399,284348,394.84,406.32
MLMET0181,sample,L_Tryptophan,met,203.083,399,814652,400.05,411.53
RCY308_control-r002,control,L_Tryptophan,met,203.083,399,187613,400.16,411.64
MLMET0163,sample,L_Tryptophan,met,203.083,399,98282,395.54,407.02
all_ss-r001,stds,L_Tryptophan,met,203.083,399,14956,395.65,407.13
MLMET0140,sample,L_Tryptophan,met,203.083,399,55396,398.82,410.31
MLMET0137,sample,L_Tryptophan,met,203.083,399,99735,398.91,410.4
MLMET0143,sample,L_Tryptophan,met,203.083,399,65540,395.14,406.62
MLMET0136,sample,L_Tryptophan,met,203.083,399,139614,395.02,406.5
MLMET0187,sample,L_Tryptophan,met,203.083,399,233114,399.7,411.18
MLMET0166,sample,L_Tryptophan,met,203.083,399,58077,399.46,410.95
MLMET0097,sample,L_Tryptophan,met,203.083,399,1098019,395.29,406.77
RCY308_control-r001,control,L_Tryptophan,met,203.083,399,114577,395.14,406.63
MLMET0139,sample,L_Tryptophan,met,203.083,399,29414,398.58,410.06
MLMET0168,sample,L_Tryptophan,met,203.083,399,434697,398.49,409.97
MLMET0096,sample,L_Tryptophan,met,203.083,399,4887447,395.14,406.62
MLMET0142,sample,L_Tryptophan,met,203.083,399,247131,394.94,406.43
MLMET0186,sample,L_Tryptophan,met,203.083,399,546419,398.95,410.43
MLMET0070,sample,L_Tryptophan,met,203.083,399,543448,399.09,410.58
MLMET0141,sample,L_Tryptophan,met,203.083,399,308176,395.65,407.14
MLMET0178,filter,L_Tryptophan,met,203.083,399,26103,395.64,407.12
MLMET0167,sample,L_Tryptophan,met,203.083,399,557212,399.03,410.52
MLMET0072,sample,L_Tryptophan,met,203.083,399,446098,399.29,410.77
MLMET0098,sample,L_Tryptophan,met,203.083,399,1884641,395,406.48
MLMET0071,sample,L_Tryptophan,met,203.083,399,221807,394.98,406.47
MLMET0116,filter,L_Tryptophan,met,203.083,399,43010,399.25,410.73
MLMET0179,filter,L_Tryptophan,met,203.083,399,9591,399.12,410.6
MLMET0182,sample,L_Tryptophan,ref,206.08,399,1094,395.66,407.14
MLMET0117,filter,L_Tryptophan,ref,206.08,399,2806,395.71,407.19
Blank-r001,blank,L_Tryptophan,ref,206.08,399,2791,398.35,409.83
MLMET0068,sample,L_Tryptophan,ref,206.08,399,7088,398.42,409.9
MLMET0067,filter,L_Tryptophan,ref,206.08,399,4665,395.75,407.23
MLMET0144,filter,L_Tryptophan,ref,206.08,399,1786,395.61,407.09
MLMET0183,sample,L_Tryptophan,ref,206.08,399,2189,399.18,410.67
Blank-r002,blank,L_Tryptophan,ref,206.08,399,2641,399.07,410.55
MLMET0091,sample,L_Tryptophan,ref,206.08,399,4289,395.42,406.9
MLMET0093,sample,L_Tryptophan,ref,206.08,399,5574,395.4,406.88
MLMET0089,filter,L_Tryptophan,ref,206.08,399,7089,398.35,409.83
MLMET0094,sample,L_Tryptophan,ref,206.08,399,3351,398.75,410.23
MLMET0119,sample,L_Tryptophan,ref,206.08,399,3383,394.85,406.33
MLMET0185,sample,L_Tryptophan,ref,206.08,399,2070,395.26,406.74
MLMET0143,sample,L_Tryptophan,ref,206.08,399,2269,399.63,411.11
all_ss-r001,stds,L_Tryptophan,ref,206.08,399,3584,399.64,411.12
MLMET0121,sample,L_Tryptophan,ref,206.08,399,3585,395.31,406.79
MLMET0123,sample,L_Tryptophan,ref,206.08,399,2170,395.01,406.49
MLMET0069,sample,L_Tryptophan,ref,206.08,399,7230,398.75,410.23
MLMET0075,sample,L_Tryptophan,ref,206.08,399,4461,398.47,409.95
MLMET0120,sample,L_Tryptophan,ref,206.08,399,3311,394.47,405.95
MLMET0090,filter,L_Tryptophan,ref,206.08,399,3325,394.37,405.85
MLMET0066,filter,L_Tryptophan,ref,206.08,399,34277,400.01,411.5
MLMET0181,sample,L_Tryptophan,ref,206.08,399,2446,400.05,411.53
MLMET0122,sample,L_Tryptophan,ref,206.08,399,4250,396.02,407.5
MLMET0095,sample,L_Tryptophan,ref,206.08,399,6325,396.18,407.66
MLMET0118,sample,L_Tryptophan,ref,206.08,399,5289,398.97,410.45
MLMET0186,sample,L_Tryptophan,ref,206.08,399,1875,398.95,410.43
MLMET0180,sample,L_Tryptophan,ref,206.08,399,1627,395.06,406.54
MLMET0162,sample,L_Tryptophan,ref,206.08,399,1399,394.86,406.34
MLMET0161,sample,L_Tryptophan,ref,206.08,399,2026,399.03,410.51
MLMET0160,sample,L_Tryptophan,ref,206.08,399,1896,399.31,410.79
MLMET0178,filter,L_Tryptophan,ref,206.08,399,1965,395.64,407.12
MLMET0140,sample,L_Tryptophan,ref,206.08,399,1380,395.33,406.81
MLMET0135,filter,L_Tryptophan,ref,206.08,399,3043,398.8,410.28
MLMET0138,sample,L_Tryptophan,ref,206.08,399,2035,398.33,409.81
MLMET0164,sample,L_Tryptophan,ref,206.08,399,1586,394.81,406.29
RCY308_control-r001,control,L_Tryptophan,ref,206.08,399,35067,394.65,406.13
all_ss-r002,stds,L_Tryptophan,ref,206.08,399,3371,399.24,410.72
MLMET0142,sample,L_Tryptophan,ref,206.08,399,1765,398.94,410.42
MLMET0184,sample,L_Tryptophan,ref,206.08,399,2024,394.98,406.47
MLMET0159,filter,L_Tryptophan,ref,206.08,399,1237,395.31,406.8
MLMET0073,sample,L_Tryptophan,ref,206.08,399,6168,397.61,409.09
MLMET0136,sample,L_Tryptophan,ref,206.08,399,1943,397.52,409
MLMET0139,sample,L_Tryptophan,ref,206.08,399,1960,395.08,406.57
MLMET0072,sample,L_Tryptophan,ref,206.08,399,5756,395.3,406.78
MLMET0096,sample,L_Tryptophan,ref,206.08,399,7614,399.14,410.62
MLMET0125,filter,L_Tryptophan,ref,206.08,399,3724,398.88,410.36
MLMET0187,sample,L_Tryptophan,ref,206.08,399,1545,394.71,406.19
MLMET0165,sample,L_Tryptophan,ref,206.08,399,3223,394.48,405.96
MLMET0098,sample,L_Tryptophan,ref,206.08,399,4865,398.49,409.98
MLMET0137,sample,L_Tryptophan,ref,206.08,399,2915,398.41,409.9
MLMET0092,sample,L_Tryptophan,ref,206.08,399,4000,395.06,406.54
MLMET0124,sample,L_Tryptophan,ref,206.08,399,3527,394.91,406.39
MLMET0166,sample,L_Tryptophan,ref,206.08,399,843,398.47,409.95
MLMET0116,filter,L_Tryptophan,ref,206.08,399,4992,398.75,410.23
MLMET0097,sample,L_Tryptophan,ref,206.08,399,4595,395.29,406.77
MLMET0168,sample,L_Tryptophan,ref,206.08,399,1755,394.99,406.47
MLMET0179,filter,L_Tryptophan,ref,206.08,399,1775,398.62,410.1
RCY308_control-r002,control,L_Tryptophan,ref,206.08,399,45009,398.66,410.14
MLMET0071,sample,L_Tryptophan,ref,206.08,399,6134,393.98,405.47
MLMET0163,sample,L_Tryptophan,ref,206.08,399,1254,394.04,405.52
MLMET0167,sample,L_Tryptophan,ref,206.08,399,2043,392.05,403.53
MLMET0141,sample,L_Tryptophan,ref,206.08,399,2322,392.16,403.64
MLMET0074,sample,L_Tryptophan,ref,206.08,399,5106,390.43,401.91
MLMET0070,sample,L_Tryptophan,ref,206.08,399,5520,390.61,402.09
MLMET0181,sample,L_Kynurenine,met,207.077,245,38479,235.8,256.77
MLMET0067,filter,L_Kynurenine,met,207.077,245,13669,235.5,256.46
MLMET0090,filter,L_Kynurenine,met,207.077,245,14935,237.11,258.08
MLMET0179,filter,L_Kynurenine,met,207.077,245,5442,236.87,257.84
MLMET0119,sample,L_Kynurenine,met,207.077,245,16140,235.09,256.06
MLMET0180,sample,L_Kynurenine,met,207.077,245,24607,235.31,256.27
MLMET0089,filter,L_Kynurenine,met,207.077,245,16799,235.6,256.57
MLMET0116,filter,L_Kynurenine,met,207.077,245,15723,235.5,256.47
MLMET0142,sample,L_Kynurenine,met,207.077,245,29862,244.17,265.14
MLMET0159,filter,L_Kynurenine,met,207.077,245,29613,244.04,265.01
MLMET0160,sample,L_Kynurenine,met,207.077,245,6849,236.06,257.02
MLMET0161,sample,L_Kynurenine,met,207.077,245,20361,236.28,257.25
MLMET0183,sample,L_Kynurenine,met,207.077,245,34303,233.94,254.9
Blank-r001,blank,L_Kynurenine,met,207.077,245,4497,234.1,255.07
MLMET0125,filter,L_Kynurenine,met,207.077,245,7611,238.62,259.59
MLMET0165,sample,L_Kynurenine,met,207.077,245,49620,238.72,259.69
MLMET0140,sample,L_Kynurenine,met,207.077,245,13335,240.57,261.53
all_ss-r002,stds,L_Kynurenine,met,207.077,245,9419,240.48,261.45
MLMET0075,sample,L_Kynurenine,met,207.077,245,40258,239.21,260.18
MLMET0092,sample,L_Kynurenine,met,207.077,245,38591,239.3,260.27
MLMET0166,sample,L_Kynurenine,met,207.077,245,8152,241.21,262.17
MLMET0182,sample,L_Kynurenine,met,207.077,245,15215,240.89,261.86
MLMET0162,sample,L_Kynurenine,met,207.077,245,12285,238.59,259.56
MLMET0144,filter,L_Kynurenine,met,207.077,245,5843,238.35,259.32
MLMET0093,sample,L_Kynurenine,met,207.077,245,59652,242.63,263.6
MLMET0121,sample,L_Kynurenine,met,207.077,245,194821,242.54,263.51
MLMET0135,filter,L_Kynurenine,met,207.077,245,7490,237.55,258.52
RCY308_control-r001,control,L_Kynurenine,met,207.077,245,6474,237.39,258.36
Blank-r002,blank,L_Kynurenine,met,207.077,245,3721,234.32,255.29
MLMET0071,sample,L_Kynurenine,met,207.077,245,35494,234.23,255.19
MLMET0185,sample,L_Kynurenine,met,207.077,245,57819,239,259.96
MLMET0091,sample,L_Kynurenine,met,207.077,245,20002,239.16,260.13
MLMET0122,sample,L_Kynurenine,met,207.077,245,56010,240.26,261.22
MLMET0120,sample,L_Kynurenine,met,207.077,245,40224,240.2,261.17
MLMET0163,sample,L_Kynurenine,met,207.077,245,7180,238.78,259.75
MLMET0066,filter,L_Kynurenine,met,207.077,245,14157,238.76,259.73
all_ss-r001,stds,L_Kynurenine,met,207.077,245,8394,242.38,263.35
MLMET0136,sample,L_Kynurenine,met,207.077,245,8073,242.75,263.72
MLMET0097,sample,L_Kynurenine,met,207.077,245,165972,240.03,260.99
MLMET0168,sample,L_Kynurenine,met,207.077,245,77270,240.22,261.19
MLMET0073,sample,L_Kynurenine,met,207.077,245,87962,241.85,262.81
MLMET0095,sample,L_Kynurenine,met,207.077,245,1077947,241.92,262.88
MLMET0137,sample,L_Kynurenine,met,207.077,245,8966,238.66,259.63
MLMET0186,sample,L_Kynurenine,met,207.077,245,49815,238.7,259.66
MLMET0070,sample,L_Kynurenine,met,207.077,245,117764,242.33,263.3
MLMET0118,sample,L_Kynurenine,met,207.077,245,14198,242.71,263.68
MLMET0141,sample,L_Kynurenine,met,207.077,245,21713,237.9,258.86
MLMET0184,sample,L_Kynurenine,met,207.077,245,68869,238.22,259.19
MLMET0138,sample,L_Kynurenine,met,207.077,245,17597,234.08,255.05
MLMET0178,filter,L_Kynurenine,met,207.077,245,5083,233.89,254.85
MLMET0094,sample,L_Kynurenine,met,207.077,245,27625,240.49,261.46
MLMET0187,sample,L_Kynurenine,met,207.077,245,63422,240.44,261.41
MLMET0143,sample,L_Kynurenine,met,207.077,245,12607,240.38,261.34
MLMET0096,sample,L_Kynurenine,met,207.077,245,446449,240.38,261.35
MLMET0164,sample,L_Kynurenine,met,207.077,245,92868,237.05,258.02
MLMET0124,sample,L_Kynurenine,met,207.077,245,68823,237.15,258.12
MLMET0069,sample,L_Kynurenine,met,207.077,245,28358,243.48,264.45
MLMET0068,sample,L_Kynurenine,met,207.077,245,39924,243.66,264.62
MLMET0167,sample,L_Kynurenine,met,207.077,245,57061,237.78,258.75
MLMET0117,filter,L_Kynurenine,met,207.077,245,12986,237.45,258.42
RCY308_control-r002,control,L_Kynurenine,met,207.077,245,6747,242.4,263.37
MLMET0098,sample,L_Kynurenine,met,207.077,245,722962,242.73,263.7
MLMET0072,sample,L_Kynurenine,met,207.077,245,103663,239.04,260.01
MLMET0123,sample,L_Kynurenine,met,207.077,245,77352,239.25,260.22
MLMET0074,sample,L_Kynurenine,met,207.077,245,263737,242.65,263.62
MLMET0139,sample,L_Kynurenine,met,207.077,245,6769,242.82,263.79
MLMET0089,filter,L_Kynurenine,ref,210.075,245,24829,238.6,259.56
MLMET0179,filter,L_Kynurenine,ref,210.075,245,9473,238.37,259.33
MLMET0075,sample,L_Kynurenine,ref,210.075,245,19918,241.7,262.67
MLMET0119,sample,L_Kynurenine,ref,210.075,245,16287,241.58,262.55
MLMET0142,sample,L_Kynurenine,ref,210.075,245,8348,237.69,258.65
MLMET0180,sample,L_Kynurenine,ref,210.075,245,9026,237.8,258.77
MLMET0144,filter,L_Kynurenine,ref,210.075,245,6424,239.35,260.31
MLMET0159,filter,L_Kynurenine,ref,210.075,245,9019,239.55,260.52
MLMET0186,sample,L_Kynurenine,ref,210.075,245,10984,239.19,260.16
MLMET0092,sample,L_Kynurenine,ref,210.075,245,21222,239.3,260.27
MLMET0090,filter,L_Kynurenine,ref,210.075,245,19427,241.6,262.57
MLMET0068,sample,L_Kynurenine,ref,210.075,245,17211,241.66,262.63
MLMET0181,sample,L_Kynurenine,ref,210.075,245,10256,240.79,261.76
MLMET0161,sample,L_Kynurenine,ref,210.075,245,8820,240.77,261.74
all_ss-r001,stds,L_Kynurenine,ref,210.075,245,6794,243.88,264.84
MLMET0125,filter,L_Kynurenine,ref,210.075,245,11343,244.11,265.08
MLMET0140,sample,L_Kynurenine,ref,210.075,245,9763,238.57,259.54
MLMET0071,sample,L_Kynurenine,ref,210.075,245,24033,238.72,259.69
MLMET0097,sample,L_Kynurenine,ref,210.075,245,20569,242.52,263.49
MLMET0160,sample,L_Kynurenine,ref,210.075,245,9438,242.55,263.51
MLMET0182,sample,L_Kynurenine,ref,210.075,245,8650,240.39,261.36
MLMET0162,sample,L_Kynurenine,ref,210.075,245,7960,240.59,261.56
