sampleName,sampleClass,featureName,featureClass,mzCenter,rtCenter,integratedIntensity,startRT,endRT
MLMET0178,filter,Glucose_1_phosphate,met,259.022,430.62,121243,387.15,426.59
MLMET0092,sample,Glucose_1_phosphate,met,259.022,430.62,10495477,386.57,426.01
MLMET0160,sample,Glucose_1_phosphate,met,259.022,430.62,3506500,386.83,426.27
Blank-r002,blank,Glucose_1_phosphate,met,259.022,430.62,59431,390.58,430.02
MLMET0137,sample,Glucose_1_phosphate,met,259.022,430.62,1003023,390.92,430.37
MLMET0165,sample,Glucose_1_phosphate,met,259.022,430.62,5587058,388.99,428.43
MLMET0075,sample,Glucose_1_phosphate,met,259.022,430.62,4502845,388.98,428.42
MLMET0179,filter,Glucose_1_phosphate,met,259.022,430.62,113828,390.13,429.57
MLMET0139,sample,Glucose_1_phosphate,met,259.022,430.62,422760,390.09,429.53
MLMET0093,sample,Glucose_1_phosphate,met,259.022,430.62,7128309,388.41,427.85
MLMET0161,sample,Glucose_1_phosphate,met,259.022,430.62,1509975,388.05,427.49
MLMET0066,filter,Glucose_1_phosphate,met,259.022,430.62,565775,392.03,431.46
all_ss-r002,stds,Glucose_1_phosphate,met,259.022,430.62,169830,392.25,431.69
RCY308_control-r002,control,Glucose_1_phosphate,met,259.022,430.62,8885626,390.68,430.11
MLMET0166,sample,Glucose_1_phosphate,met,259.022,430.62,267508,390.98,430.42
MLMET0068,sample,Glucose_1_phosphate,met,259.022,430.62,6283169,392.43,431.87
MLMET0089,filter,Glucose_1_phosphate,met,259.022,430.62,322624,392.36,431.8
all_ss-r001,stds,Glucose_1_phosphate,met,259.022,430.62,165358,388.66,428.1
MLMET0096,sample,Glucose_1_phosphate,met,259.022,430.62,59444274,388.65,428.1
MLMET0069,sample,Glucose_1_phosphate,met,259.022,430.62,6730876,389.26,428.7
MLMET0187,sample,Glucose_1_phosphate,met,259.022,430.62,6645574,389.22,428.65
MLMET0136,sample,Glucose_1_phosphate,met,259.022,430.62,1805884,386.03,425.47
MLMET0163,sample,Glucose_1_phosphate,met,259.022,430.62,2785550,386.05,425.49
RCY308_control-r001,control,Glucose_1_phosphate,met,259.022,430.62,9119900,391.65,431.09
MLMET0135,filter,Glucose_1_phosphate,met,259.022,430.62,118176,391.81,431.25
MLMET0142,sample,Glucose_1_phosphate,met,259.022,430.62,878283,387.46,426.9
Blank-r001,blank,Glucose_1_phosphate,met,259.022,430.62,60270,387.37,426.81
MLMET0159,filter,Glucose_1_phosphate,met,259.022,430.62,91302,390.32,429.76
MLMET0070,sample,Glucose_1_phosphate,met,259.022,430.62,6091650,390.11,429.55
MLMET0072,sample,Glucose_1_phosphate,met,259.022,430.62,18301362,387.81,427.25
MLMET0124,sample,Glucose_1_phosphate,met,259.022,430.62,3965124,387.92,427.36
MLMET0141,sample,Glucose_1_phosphate,met,259.022,430.62,1937349,390.66,430.1
MLMET0098,sample,Glucose_1_phosphate,met,259.022,430.62,27169904,390.51,429.94
MLMET0164,sample,Glucose_1_phosphate,met,259.022,430.62,12529771,387.82,427.26
MLMET0138,sample,Glucose_1_phosphate,met,259.022,430.62,1347272,387.85,427.29
MLMET0071,sample,Glucose_1_phosphate,met,259.022,430.62,6011429,390.99,430.43
MLMET0097,sample,Glucose_1_phosphate,met,259.022,430.62,9293678,390.8,430.23
MLMET0121,sample,Glucose_1_phosphate,ref,265.043,430.62,6168125,387.82,427.26
MLMET0093,sample,Glucose_1_phosphate,ref,265.043,430.62,6411643,387.91,427.35
MLMET0182,sample,Glucose_1_phosphate,ref,265.043,430.62,3474221,389.67,429.1
MLMET0117,filter,Glucose_1_phosphate,ref,265.043,430.62,7062748,389.72,429.16
MLMET0092,sample,Glucose_1_phosphate,ref,265.043,430.62,5751469,388.07,427.51
MLMET0091,sample,Glucose_1_phosphate,ref,265.043,430.62,5974445,388.43,427.87
MLMET0118,sample,Glucose_1_phosphate,ref,265.043,430.62,5061545,390.98,430.42
MLMET0095,sample,Glucose_1_phosphate,ref,265.043,430.62,5318817,390.69,430.13
MLMET0180,sample,Glucose_1_phosphate,ref,265.043,430.62,3380793,388.07,427.51
MLMET0123,sample,Glucose_1_phosphate,ref,265.043,430.62,5726334,388.02,427.46
MLMET0183,sample,Glucose_1_phosphate,ref,265.043,430.62,2581658,390.2,429.64
MLMET0094,sample,Glucose_1_phosphate,ref,265.043,430.62,6310928,390.26,429.7
MLMET0069,sample,Glucose_1_phosphate,ref,265.043,430.62,5294182,388.26,427.7
MLMET0142,sample,Glucose_1_phosphate,ref,265.043,430.62,3646237,388.45,427.89
MLMET0120,sample,Glucose_1_phosphate,ref,265.043,430.62,6934676,391.97,431.41
MLMET0089,filter,Glucose_1_phosphate,ref,265.043,430.62,14130507,391.86,431.3
MLMET0179,filter,Glucose_1_phosphate,ref,265.043,430.62,3111731,387.64,427.08
MLMET0186,sample,Glucose_1_phosphate,ref,265.043,430.62,3432325,387.97,427.41
MLMET0184,sample,Glucose_1_phosphate,ref,265.043,430.62,3610302,391.49,430.93
MLMET0124,sample,Glucose_1_phosphate,ref,265.043,430.62,5339220,391.41,430.85
MLMET0125,filter,Glucose_1_phosphate,ref,265.043,430.62,8298958,387.89,427.33
MLMET0162,sample,Glucose_1_phosphate,ref,265.043,430.62,2959235,387.87,427.31
MLMET0073,sample,Glucose_1_phosphate,ref,265.043,430.62,4587247,390.62,430.06
MLMET0116,filter,Glucose_1_phosphate,ref,265.043,430.62,13861233,390.76,430.2
MLMET0090,filter,Glucose_1_phosphate,ref,265.043,430.62,6365031,390.37,429.81
MLMET0161,sample,Glucose_1_phosphate,ref,265.043,430.62,3035011,390.04,429.48
MLMET0074,sample,Glucose_1_phosphate,ref,265.043,430.62,5203032,391.93,431.37
MLMET0185,sample,Glucose_1_phosphate,ref,265.043,430.62,3544176,391.77,431.2
MLMET0163,sample,Glucose_1_phosphate,ref,265.043,430.62,3147497,389.05,428.49
MLMET0068,sample,Glucose_1_phosphate,ref,265.043,430.62,9908253,389.43,428.87
RCY308_control-r002,control,Glucose_1_phosphate,ref,265.043,430.62,90838,391.17,430.61
MLMET0122,sample,Glucose_1_phosphate,ref,265.043,430.62,6399943,391.02,430.46
MLMET0165,sample,Glucose_1_phosphate,ref,265.043,430.62,7041806,389.99,429.43
MLMET0067,filter,Glucose_1_phosphate,ref,265.043,430.62,8181106,389.76,429.2
MLMET0119,sample,Glucose_1_phosphate,ref,265.043,430.62,6542219,391.85,431.29
MLMET0072,sample,Glucose_1_phosphate,ref,265.043,430.62,5597185,391.8,431.24
MLMET0136,sample,Glucose_1_phosphate,ref,265.043,430.62,3962345,387.53,426.97
MLMET0164,sample,Glucose_1_phosphate,ref,265.043,430.62,3220184,387.82,427.26
MLMET0144,filter,Glucose_1_phosphate,ref,265.043,430.62,6755928,391.61,431.05
MLMET0181,sample,Glucose_1_phosphate,ref,265.043,430.62,3453687,391.56,431
MLMET0178,filter,Glucose_1_phosphate,ref,265.043,430.62,6719916,389.65,429.09
MLMET0135,filter,Glucose_1_phosphate,ref,265.043,430.62,4257946,389.81,429.25
MLMET0160,sample,Glucose_1_phosphate,ref,265.043,430.62,2700365,389.32,428.76
MLMET0168,sample,Glucose_1_phosphate,ref,265.043,430.62,3225550,389.5,428.94
RCY308_control-r001,control,Glucose_1_phosphate,ref,265.043,430.62,89981,387.16,426.6
MLMET0075,sample,Glucose_1_phosphate,ref,265.043,430.62,6430342,387.48,426.92
Blank-r001,blank,Glucose_1_phosphate,ref,265.043,430.62,104668,391.36,430.8
MLMET0167,sample,Glucose_1_phosphate,ref,265.043,430.62,3243204,391.05,430.49
MLMET0166,sample,Glucose_1_phosphate,ref,265.043,430.62,3806494,388.98,428.42
all_ss-r001,stds,Glucose_1_phosphate,ref,265.043,430.62,83161,388.66,428.1
MLMET0143,sample,Glucose_1_phosphate,ref,265.043,430.62,3494974,391.14,430.58
MLMET0159,filter,Glucose_1_phosphate,ref,265.043,430.62,3319120,391.32,430.76
MLMET0139,sample,Glucose_1_phosphate,ref,265.043,430.62,3958848,390.09,429.53
MLMET0187,sample,Glucose_1_phosphate,ref,265.043,430.62,3431427,390.21,429.65
MLMET0070,sample,Glucose_1_phosphate,ref,265.043,430.62,5854130,391.61,431.04
MLMET0066,filter,Glucose_1_phosphate,ref,265.043,430.62,13233139,391.53,430.97
all_ss-r002,stds,Glucose_1_phosphate,ref,265.043,430.62,97049,389.25,428.7
Blank-r002,blank,Glucose_1_phosphate,ref,265.043,430.62,104035,389.08,428.52
MLMET0140,sample,Glucose_1_phosphate,ref,265.043,430.62,3860225,392.83,432.27
MLMET0141,sample,Glucose_1_phosphate,ref,265.043,430.62,3779797,392.66,432.1
MLMET0071,sample,Glucose_1_phosphate,ref,265.043,430.62,5406655,389.49,428.93
MLMET0138,sample,Glucose_1_phosphate,ref,265.043,430.62,3931891,389.35,428.79
MLMET0097,sample,Glucose_1_phosphate,ref,265.043,430.62,6336487,390.3,429.74
MLMET0096,sample,Glucose_1_phosphate,ref,265.043,430.62,4853103,390.15,429.59
MLMET0137,sample,Glucose_1_phosphate,ref,265.043,430.62,3923883,387.43,426.87
MLMET0098,sample,Glucose_1_phosphate,ref,265.043,430.62,5466274,387.01,426.45
MLMET0143,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,57401,828.97,845.45
MLMET0118,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,100772,829.31,845.79
MLMET0183,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,58750,828.53,845
Blank-r002,blank,2_3_Biphosphoglyceric_acid,met,265.023,830,44508,828.41,844.89
MLMET0144,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,61639,828.94,845.42
MLMET0117,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,102839,829.05,845.52
MLMET0125,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,71109,828.72,845.19
MLMET0091,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,109488,828.76,845.23
MLMET0159,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,55935,830.15,846.62
MLMET0120,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,88529,830.3,846.77
all_ss-r002,stds,2_3_Biphosphoglyceric_acid,met,265.023,830,45581,829.08,845.56
MLMET0160,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,57616,829.15,845.63
MLMET0119,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,92958,830.68,847.16
MLMET0090,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,113589,830.7,847.18
MLMET0122,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,89260,828.85,845.33
MLMET0163,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,54197,828.88,845.35
MLMET0139,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,56152,829.92,846.39
MLMET0067,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,131349,830.09,846.56
MLMET0089,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,110442,829.69,846.16
MLMET0180,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,59358,829.4,845.87
MLMET0121,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,87419,830.14,846.61
MLMET0181,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,56939,829.89,846.37
MLMET0140,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,58339,829.17,845.64
MLMET0097,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,97013,829.13,845.6
Blank-r001,blank,2_3_Biphosphoglyceric_acid,met,265.023,830,44760,830.69,847.17
MLMET0137,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,59768,830.76,847.23
MLMET0070,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,129169,828.94,845.41
MLMET0162,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,58323,829.19,845.67
MLMET0185,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,55338,830.1,846.57
MLMET0135,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,60881,830.14,846.61
MLMET0092,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,108049,828.9,845.37
MLMET0161,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,59044,828.87,845.34
MLMET0182,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,58723,829.99,846.47
MLMET0074,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,123687,830.26,846.73
all_ss-r001,stds,2_3_Biphosphoglyceric_acid,met,265.023,830,43067,828.48,844.96
RCY308_control-r001,control,2_3_Biphosphoglyceric_acid,met,265.023,830,44664,828.48,844.96
MLMET0073,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,124694,829.95,846.42
MLMET0069,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,136048,830.09,846.56
MLMET0167,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,58032,828.88,845.35
MLMET0072,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,115238,829.14,845.61
MLMET0068,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,134919,829.76,846.24
MLMET0093,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,105941,829.73,846.21
MLMET0124,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,69735,829.24,845.72
MLMET0094,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,107425,829.09,845.56
MLMET0066,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,156278,829.85,846.33
MLMET0187,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,47568,830.04,846.52
MLMET0168,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,60724,828.83,845.3
RCY308_control-r002,control,2_3_Biphosphoglyceric_acid,met,265.023,830,47045,829.01,845.48
MLMET0141,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,60265,830.49,846.96
MLMET0165,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,59527,830.81,847.29
MLMET0123,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,77817,828.85,845.32
MLMET0095,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,96125,829.02,845.49
MLMET0138,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,51669,830.17,846.64
MLMET0136,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,60287,829.85,846.33
MLMET0184,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,59422,828.82,845.3
MLMET0075,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,116987,829.31,845.78
MLMET0164,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,57925,830.64,847.12
MLMET0098,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,92867,830.34,846.81
MLMET0178,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,60672,828.97,845.45
MLMET0166,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,57613,829.31,845.78
MLMET0096,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,95107,829.98,846.45
MLMET0071,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,124581,830.31,846.79
MLMET0116,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,94596,828.59,845.07
MLMET0186,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,52368,828.8,845.27
MLMET0179,filter,2_3_Biphosphoglyceric_acid,met,265.023,830,54751,829.97,846.44
MLMET0142,sample,2_3_Biphosphoglyceric_acid,met,265.023,830,56980,830.28,846.75
MLMET0143,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,10486,828.97,845.45
MLMET0090,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,21862,829.2,845.68
MLMET0091,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,22794,830.25,846.73
all_ss-r002,stds,2_3_Biphosphoglyceric_acid,ref,268.033,830,8017,830.08,846.56
MLMET0140,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,8441,829.17,845.64
MLMET0120,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,19927,829.3,845.77
MLMET0118,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,18067,830.31,846.78
MLMET0160,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,11747,830.15,846.63
MLMET0119,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,19854,829.19,845.66
all_ss-r001,stds,2_3_Biphosphoglyceric_acid,ref,268.033,830,8884,828.98,845.46
MLMET0161,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,11665,829.87,846.34
MLMET0182,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,10068,829.99,846.47
MLMET0117,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,19173,828.55,845.02
MLMET0167,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,10505,828.38,844.85
MLMET0137,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,11186,829.76,846.23
MLMET0163,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,9816,829.38,845.85
MLMET0135,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,11689,829.14,845.61
MLMET0183,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,9040,829.02,845.5
MLMET0122,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,16816,829.85,846.33
MLMET0092,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,22542,829.9,846.37
MLMET0093,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,25503,828.73,845.21
MLMET0181,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,9314,828.39,844.87
MLMET0144,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,7336,829.94,846.42
MLMET0073,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,28492,829.95,846.42
MLMET0168,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,8726,828.83,845.3
MLMET0187,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,8521,829.04,845.52
MLMET0098,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,23090,829.34,845.81
MLMET0139,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,9636,829.42,845.89
MLMET0067,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,23264,829.09,845.57
MLMET0162,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,7649,829.19,845.67
MLMET0125,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,11835,829.72,846.19
MLMET0069,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,27730,829.59,846.06
MLMET0094,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,21111,829.09,845.56
MLMET0184,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,9202,828.82,845.3
MLMET0180,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,10285,829.9,846.37
MLMET0089,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,20531,830.19,846.66
RCY308_control-r001,control,2_3_Biphosphoglyceric_acid,ref,268.033,830,8109,828.99,845.46
MLMET0141,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,10674,828.99,845.46
MLMET0178,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,9788,829.47,845.95
MLMET0116,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,18854,829.59,846.06
MLMET0095,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,27471,828.52,844.99
MLMET0165,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,10358,828.82,845.29
MLMET0068,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,30087,829.76,846.24
MLMET0123,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,14497,829.35,845.82
MLMET0159,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,23493,829.15,845.63
MLMET0066,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,62717,828.86,845.33
MLMET0164,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,8130,829.64,846.12
MLMET0121,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,15065,829.64,846.11
MLMET0074,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,30367,828.76,845.23
MLMET0096,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,34527,828.48,844.95
Blank-r002,blank,2_3_Biphosphoglyceric_acid,ref,268.033,830,7964,829.41,845.88
MLMET0142,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,11217,829.78,846.25
MLMET0185,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,9786,829.1,845.57
MLMET0186,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,9893,829.29,845.77
MLMET0097,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,21888,829.63,846.1
MLMET0070,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,30884,829.44,845.91
MLMET0124,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,13461,828.74,845.22
MLMET0075,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,22917,828.81,845.28
MLMET0136,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,11656,829.85,846.33
Blank-r001,blank,2_3_Biphosphoglyceric_acid,ref,268.033,830,8021,830.19,846.67
MLMET0138,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,11499,828.67,845.15
MLMET0071,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,28171,828.82,845.29
MLMET0179,filter,2_3_Biphosphoglyceric_acid,ref,268.033,830,11932,829.47,845.94
MLMET0072,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,28850,829.64,846.11
RCY308_control-r002,control,2_3_Biphosphoglyceric_acid,ref,268.033,830,7210,828.51,844.98
MLMET0166,sample,2_3_Biphosphoglyceric_acid,ref,268.033,830,8903,828.81,845.28
MLMET0159,filter,TDP,met,401.016,822,5239,816.67,829.65
MLMET0185,sample,TDP,met,401.016,822,4852,816.62,829.6
Blank-r001,blank,TDP,met,401.016,822,3990,816.71,829.69
MLMET0119,sample,TDP,met,401.016,822,12480,816.71,829.69
MLMET0162,sample,TDP,met,401.016,822,5933,816.71,829.69
MLMET0135,filter,TDP,met,401.016,822,6481,816.66,829.64
MLMET0095,sample,TDP,met,401.016,822,13630,816.54,829.52
MLMET0125,filter,TDP,met,401.016,822,6297,816.74,829.72
MLMET0186,sample,TDP,met,401.016,822,5655,816.81,829.79
MLMET0182,sample,TDP,met,401.016,822,5752,816.51,829.49
MLMET0122,sample,TDP,met,401.016,822,11970,816.37,829.35
MLMET0160,sample,TDP,met,401.016,822,6282,816.67,829.65
MLMET0089,filter,TDP,met,401.016,822,13450,816.71,829.69
MLMET0094,sample,TDP,met,401.016,822,12643,816.61,829.59
MLMET0066,filter,TDP,met,401.016,822,17903,816.37,829.35
MLMET0070,sample,TDP,met,401.016,822,14514,816.46,829.44
MLMET0136,sample,TDP,met,401.016,822,6726,816.37,829.35
MLMET0069,sample,TDP,met,401.016,822,15577,816.61,829.59
MLMET0118,sample,TDP,met,401.016,822,13415,816.33,829.31
MLMET0091,sample,TDP,met,401.016,822,12413,816.78,829.76
MLMET0161,sample,TDP,met,401.016,822,5663,816.39,829.37
MLMET0180,sample,TDP,met,401.016,822,7022,816.42,829.4
MLMET0068,sample,TDP,met,401.016,822,14195,816.78,829.76
MLMET0163,sample,TDP,met,401.016,822,5276,816.39,829.38
MLMET0166,sample,TDP,met,401.016,822,5834,816.33,829.31
MLMET0098,sample,TDP,met,401.016,822,13295,816.36,829.34
MLMET0124,sample,TDP,met,401.016,822,7492,816.76,829.74
MLMET0164,sample,TDP,met,401.016,822,5980,816.66,829.64
MLMET0183,sample,TDP,met,401.016,822,7037,816.54,829.52
MLMET0092,sample,TDP,met,401.016,822,12114,816.42,829.4
MLMET0144,filter,TDP,met,401.016,822,6247,816.46,829.44
MLMET0143,sample,TDP,met,401.016,822,7256,816.49,829.47
all_ss-r001,stds,TDP,met,401.016,822,4721,816.5,829.48
RCY308_control-r001,control,TDP,met,401.016,822,5824,816.5,829.48
MLMET0097,sample,TDP,met,401.016,822,10849,816.64,829.63
MLMET0165,sample,TDP,met,401.016,822,7758,816.34,829.32
MLMET0123,sample,TDP,met,401.016,822,9118,816.37,829.35
MLMET0090,filter,TDP,met,401.016,822,11549,816.72,829.7
MLMET0093,sample,TDP,met,401.016,822,10523,816.75,829.73
MLMET0120,sample,TDP,met,401.016,822,11780,816.82,829.8
all_ss-r002,stds,TDP,met,401.016,822,5118,816.6,829.58
MLMET0137,sample,TDP,met,401.016,822,6464,816.78,829.76
MLMET0187,sample,TDP,met,401.016,822,6885,816.56,829.54
RCY308_control-r002,control,TDP,met,401.016,822,7833,816.52,829.5
MLMET0096,sample,TDP,met,401.016,822,12999,816.5,829.48
Blank-r002,blank,TDP,met,401.016,822,4784,816.43,829.41
MLMET0181,sample,TDP,met,401.016,822,7006,816.41,829.39
MLMET0071,sample,TDP,met,401.016,822,14325,816.34,829.32
MLMET0184,sample,TDP,met,401.016,822,7016,816.34,829.32
MLMET0168,sample,TDP,met,401.016,822,5866,816.35,829.33
MLMET0072,sample,TDP,met,401.016,822,14517,816.66,829.64
MLMET0139,sample,TDP,met,401.016,822,4971,816.44,829.42
MLMET0116,filter,TDP,met,401.016,822,10624,816.61,829.59
MLMET0067,filter,TDP,met,401.016,822,14098,816.61,829.59
MLMET0121,sample,TDP,met,401.016,822,10494,816.66,829.64
MLMET0167,sample,TDP,met,401.016,822,5445,816.39,829.38
MLMET0141,sample,TDP,met,401.016,822,6112,816.51,829.49
MLMET0138,sample,TDP,met,401.016,822,6087,816.69,829.67
MLMET0140,sample,TDP,met,401.016,822,5691,816.69,829.67
MLMET0073,sample,TDP,met,401.016,822,12863,816.47,829.45
MLMET0117,filter,TDP,met,401.016,822,11042,816.57,829.55
MLMET0142,sample,TDP,met,401.016,822,6112,816.8,829.78
MLMET0074,sample,TDP,met,401.016,822,13584,816.78,829.76
MLMET0179,filter,TDP,met,401.016,822,6282,816.48,829.47
MLMET0178,filter,TDP,met,401.016,822,5529,816.49,829.47
MLMET0075,sample,TDP,met,401.016,822,13794,816.33,829.31
MLMET0162,sample,TDP,ref,404.013,822,1944,816.71,829.69
MLMET0159,filter,TDP,ref,404.013,822,1699,816.67,829.65
MLMET0089,filter,TDP,ref,404.013,822,2526,816.71,829.69
MLMET0122,sample,TDP,ref,404.013,822,3003,816.37,829.35
MLMET0090,filter,TDP,ref,404.013,822,3269,816.72,829.7
MLMET0070,sample,TDP,ref,404.013,822,6897,816.46,829.44
MLMET0094,sample,TDP,ref,404.013,822,3672,816.61,829.59
Blank-r001,blank,TDP,ref,404.013,822,1086,816.71,829.69
MLMET0069,sample,TDP,ref,404.013,822,6442,816.61,829.59
MLMET0180,sample,TDP,ref,404.013,822,1279,816.42,829.4
MLMET0119,sample,TDP,ref,404.013,822,2489,816.71,829.69
MLMET0125,filter,TDP,ref,404.013,822,1366,816.74,829.72
MLMET0135,filter,TDP,ref,404.013,822,810,816.66,829.64
MLMET0185,sample,TDP,ref,404.013,822,1954,816.62,829.6
all_ss-r002,stds,TDP,ref,404.013,822,1034,816.6,829.58
MLMET0095,sample,TDP,ref,404.013,822,4601,816.54,829.52
MLMET0165,sample,TDP,ref,404.013,822,2318,816.34,829.32
MLMET0091,sample,TDP,ref,404.013,822,3699,816.78,829.76
MLMET0124,sample,TDP,ref,404.013,822,2327,816.76,829.74
MLMET0182,sample,TDP,ref,404.013,822,1040,816.51,829.49
MLMET0093,sample,TDP,ref,404.013,822,4859,816.75,829.73
MLMET0123,sample,TDP,ref,404.013,822,1973,816.37,829.35
MLMET0161,sample,TDP,ref,404.013,822,1724,816.39,829.37
MLMET0186,sample,TDP,ref,404.013,822,1683,816.81,829.79
MLMET0143,sample,TDP,ref,404.013,822,1519,816.49,829.47
MLMET0136,sample,TDP,ref,404.013,822,1597,816.37,829.35
